utterance_id,category,raw_utt_label,binary_label,is_partial_spoof
1263_139804_000011_000009,bonafide,0,0,0
1263_139804_000011_000010,bonafide,0,0,0
1263_139804_000011_000011,bonafide,0,0,0
1263_139804_000012_000001,bonafide,0,0,0
1263_139804_000017_000004,bonafide,0,0,0
1263_139804_000017_000005,bonafide,0,0,0
1263_139804_000019_000003,bonafide,0,0,0
1263_139804_000019_000004,bonafide,0,0,0
1263_139804_000019_000005,bonafide,0,0,0
1263_139804_000020_000003,bonafide,0,0,0
1263_139804_000020_000004,bonafide,0,0,0
1263_139804_000021_000002,bonafide,0,0,0
1263_139804_000022_000000,bonafide,0,0,0
1263_139804_000023_000001,bonafide,0,0,0
1263_139804_000027_000001,bonafide,0,0,0
1263_139804_000029_000000,bonafide,0,0,0
1263_139804_000030_000000,bonafide,0,0,0
1263_139804_000030_000001,bonafide,0,0,0
1263_139804_000030_000002,bonafide,0,0,0
1263_139804_000031_000001,bonafide,0,0,0
1263_139804_000032_000000,bonafide,0,0,0
1263_139804_000032_000001,bonafide,0,0,0
1263_141777_000001_000000,bonafide,0,0,0
1263_141777_000001_000001,bonafide,0,0,0
1263_141777_000001_000002,bonafide,0,0,0
1263_141777_000002_000001,bonafide,0,0,0
1263_141777_000002_000002,bonafide,0,0,0
1263_141777_000003_000000,bonafide,0,0,0
1263_141777_000003_000001,bonafide,0,0,0
1263_141777_000004_000000,bonafide,0,0,0
1263_141777_000004_000002,bonafide,0,0,0
1263_141777_000004_000003,bonafide,0,0,0
1263_141777_000005_000000,bonafide,0,0,0
1263_141777_000006_000000,bonafide,0,0,0
1263_141777_000006_000001,bonafide,0,0,0
1263_141777_000007_000000,bonafide,0,0,0
1263_141777_000007_000001,bonafide,0,0,0
1263_141777_000008_000000,bonafide,0,0,0
1263_141777_000008_000001,bonafide,0,0,0
1263_141777_000009_000000,bonafide,0,0,0
1263_141777_000011_000000,bonafide,0,0,0
1263_141777_000011_000001,bonafide,0,0,0
1263_141777_000011_000004,bonafide,0,0,0
1263_141777_000011_000005,bonafide,0,0,0
1263_141777_000011_000006,bonafide,0,0,0
1263_141777_000011_000007,bonafide,0,0,0
1263_141777_000012_000001,bonafide,0,0,0
1263_141777_000012_000002,bonafide,0,0,0
1263_141777_000013_000000,bonafide,0,0,0
1263_141777_000013_000002,bonafide,0,0,0
1263_141777_000014_000001,bonafide,0,0,0
1263_141777_000015_000000,bonafide,0,0,0
1263_141777_000016_000000,bonafide,0,0,0
1263_141777_000016_000001,bonafide,0,0,0
1263_141777_000016_000002,bonafide,0,0,0
1263_141777_000016_000003,bonafide,0,0,0
1263_141777_000017_000002,bonafide,0,0,0
1263_141777_000017_000007,bonafide,0,0,0
1263_141777_000018_000002,bonafide,0,0,0
1263_141777_000019_000000,bonafide,0,0,0
1263_141777_000019_000002,bonafide,0,0,0
1263_141777_000020_000000,bonafide,0,0,0
1263_141777_000020_000001,bonafide,0,0,0
1263_141777_000021_000001,bonafide,0,0,0
1263_141777_000021_000002,bonafide,0,0,0
1263_141777_000022_000001,bonafide,0,0,0
1263_141777_000023_000001,bonafide,0,0,0
1263_141777_000023_000002,bonafide,0,0,0
1263_141777_000023_000004,bonafide,0,0,0
1263_141777_000024_000000,bonafide,0,0,0
1263_141777_000025_000002,bonafide,0,0,0
1263_141777_000026_000000,bonafide,0,0,0
1263_141777_000026_000002,bonafide,0,0,0
1263_141777_000027_000000,bonafide,0,0,0
1263_141777_000029_000000,bonafide,0,0,0
1263_141777_000029_000001,bonafide,0,0,0
1263_141777_000029_000002,bonafide,0,0,0
1263_141777_000030_000001,bonafide,0,0,0
1263_141777_000031_000000,bonafide,0,0,0
1263_141777_000031_000001,bonafide,0,0,0
1263_141777_000032_000001,bonafide,0,0,0
1263_141777_000032_000002,bonafide,0,0,0
1263_141777_000033_000000,bonafide,0,0,0
1263_141777_000033_000002,bonafide,0,0,0
1263_141777_000034_000001,bonafide,0,0,0
1263_141777_000034_000002,bonafide,0,0,0
1263_141777_000034_000003,bonafide,0,0,0
1263_141777_000035_000000,bonafide,0,0,0
1263_141777_000035_000001,bonafide,0,0,0
1263_141777_000035_000002,bonafide,0,0,0
1263_141777_000036_000000,bonafide,0,0,0
1263_141777_000036_000001,bonafide,0,0,0
1263_141777_000036_000003,bonafide,0,0,0
1263_141777_000037_000000,bonafide,0,0,0
1263_141777_000037_000001,bonafide,0,0,0
1263_141777_000037_000002,bonafide,0,0,0
1263_141777_000038_000000,bonafide,0,0,0
1263_141777_000038_000001,bonafide,0,0,0
1263_141777_000038_000002,bonafide,0,0,0
1263_141777_000039_000001,bonafide,0,0,0
1263_141777_000040_000000,bonafide,0,0,0
1334_135589_000001_000001,bonafide,0,0,0
1334_135589_000002_000000,bonafide,0,0,0
1334_135589_000003_000000,bonafide,0,0,0
1334_135589_000004_000000,bonafide,0,0,0
1334_135589_000006_000000,bonafide,0,0,0
1334_135589_000007_000000,bonafide,0,0,0
1334_135589_000011_000001,bonafide,0,0,0
1334_135589_000011_000002,bonafide,0,0,0
1334_135589_000013_000000,bonafide,0,0,0
1334_135589_000013_000003,bonafide,0,0,0
1334_135589_000014_000001,bonafide,0,0,0
1334_135589_000015_000000,bonafide,0,0,0
1334_135589_000016_000002,bonafide,0,0,0
1334_135589_000018_000000,bonafide,0,0,0
1334_135589_000019_000000,bonafide,0,0,0
1334_135589_000019_000001,bonafide,0,0,0
1334_135589_000019_000002,bonafide,0,0,0
1334_135589_000020_000000,bonafide,0,0,0
1334_135589_000022_000000,bonafide,0,0,0
1334_135589_000026_000000,bonafide,0,0,0
1334_135589_000028_000000,bonafide,0,0,0
1334_135589_000030_000000,bonafide,0,0,0
1334_135589_000031_000000,bonafide,0,0,0
1334_135589_000032_000000,bonafide,0,0,0
1334_135589_000036_000000,bonafide,0,0,0
1334_135589_000038_000000,bonafide,0,0,0
1334_135589_000038_000001,bonafide,0,0,0
1334_135589_000039_000000,bonafide,0,0,0
1334_135589_000041_000000,bonafide,0,0,0
1334_135589_000042_000000,bonafide,0,0,0
1334_135589_000047_000002,bonafide,0,0,0
1334_135589_000048_000000,bonafide,0,0,0
1334_135589_000050_000000,bonafide,0,0,0
1334_135589_000052_000000,bonafide,0,0,0
1334_135589_000052_000001,bonafide,0,0,0
1334_135589_000052_000002,bonafide,0,0,0
1334_135589_000053_000000,bonafide,0,0,0
1334_135589_000054_000000,bonafide,0,0,0
1334_135589_000054_000001,bonafide,0,0,0
1334_135589_000055_000000,bonafide,0,0,0
1334_135589_000055_000002,bonafide,0,0,0
1334_135589_000055_000003,bonafide,0,0,0
1334_135589_000055_000005,bonafide,0,0,0
1334_135589_000056_000001,bonafide,0,0,0
1334_135589_000057_000001,bonafide,0,0,0
1334_135589_000058_000000,bonafide,0,0,0
1334_135589_000059_000001,bonafide,0,0,0
1334_135589_000059_000002,bonafide,0,0,0
1334_135589_000059_000004,bonafide,0,0,0
1334_135589_000060_000001,bonafide,0,0,0
1334_135589_000061_000000,bonafide,0,0,0
1334_135589_000062_000001,bonafide,0,0,0
1334_135589_000062_000002,bonafide,0,0,0
1334_135589_000062_000003,bonafide,0,0,0
1334_135589_000063_000001,bonafide,0,0,0
1334_135589_000065_000000,bonafide,0,0,0
1334_135589_000067_000000,bonafide,0,0,0
1334_135589_000068_000000,bonafide,0,0,0
1334_135589_000068_000001,bonafide,0,0,0
1334_135589_000068_000002,bonafide,0,0,0
1334_135589_000068_000003,bonafide,0,0,0
1334_135589_000069_000000,bonafide,0,0,0
1334_135589_000069_000001,bonafide,0,0,0
1334_135589_000069_000002,bonafide,0,0,0
1334_135589_000071_000000,bonafide,0,0,0
1334_135589_000071_000001,bonafide,0,0,0
1334_135589_000073_000000,bonafide,0,0,0
1334_135589_000073_000001,bonafide,0,0,0
1334_135589_000075_000000,bonafide,0,0,0
1334_135589_000075_000001,bonafide,0,0,0
1334_135589_000078_000000,bonafide,0,0,0
1334_135589_000079_000000,bonafide,0,0,0
1334_135589_000079_000001,bonafide,0,0,0
1334_135589_000081_000000,bonafide,0,0,0
1334_135589_000084_000001,bonafide,0,0,0
1334_135589_000085_000003,bonafide,0,0,0
1334_135589_000086_000001,bonafide,0,0,0
1334_135589_000088_000001,bonafide,0,0,0
1334_135589_000089_000000,bonafide,0,0,0
1334_135589_000090_000000,bonafide,0,0,0
1334_135589_000090_000001,bonafide,0,0,0
1334_135589_000092_000000,bonafide,0,0,0
1334_135589_000092_000003,bonafide,0,0,0
1334_135589_000092_000005,bonafide,0,0,0
1334_135589_000093_000000,bonafide,0,0,0
1502_122615_000001_000000,bonafide,0,0,0
1502_122615_000004_000001,bonafide,0,0,0
1502_122615_000005_000000,bonafide,0,0,0
1502_122615_000006_000002,bonafide,0,0,0
1502_122615_000007_000001,bonafide,0,0,0
1502_122615_000008_000001,bonafide,0,0,0
1502_122615_000008_000002,bonafide,0,0,0
1502_122615_000008_000003,bonafide,0,0,0
1502_122615_000009_000000,bonafide,0,0,0
1502_122615_000011_000000,bonafide,0,0,0
1502_122615_000012_000000,bonafide,0,0,0
1502_122615_000013_000001,bonafide,0,0,0
1502_122615_000013_000004,bonafide,0,0,0
1502_122615_000014_000000,bonafide,0,0,0
1502_122615_000016_000001,bonafide,0,0,0
1502_122615_000017_000004,bonafide,0,0,0
1502_122615_000021_000000,bonafide,0,0,0
1502_122615_000022_000000,bonafide,0,0,0
1502_122615_000026_000000,bonafide,0,0,0
1502_122615_000027_000003,bonafide,0,0,0
1502_122615_000029_000001,bonafide,0,0,0
1502_122615_000029_000002,bonafide,0,0,0
1502_122615_000030_000000,bonafide,0,0,0
1502_122615_000033_000001,bonafide,0,0,0
1502_122615_000033_000002,bonafide,0,0,0
1502_122615_000033_000004,bonafide,0,0,0
1502_122615_000034_000000,bonafide,0,0,0
1502_122615_000034_000005,bonafide,0,0,0
1502_122615_000035_000002,bonafide,0,0,0
1502_122615_000036_000002,bonafide,0,0,0
1502_122615_000036_000003,bonafide,0,0,0
1502_122615_000036_000004,bonafide,0,0,0
1502_122615_000036_000006,bonafide,0,0,0
1502_122615_000036_000007,bonafide,0,0,0
1502_122615_000037_000007,bonafide,0,0,0
1502_122615_000038_000001,bonafide,0,0,0
1502_122615_000038_000002,bonafide,0,0,0
1502_122615_000038_000003,bonafide,0,0,0
1502_122615_000038_000004,bonafide,0,0,0
1502_122615_000039_000001,bonafide,0,0,0
1502_122615_000040_000001,bonafide,0,0,0
1502_122615_000041_000000,bonafide,0,0,0
1502_122615_000042_000000,bonafide,0,0,0
1502_122615_000043_000001,bonafide,0,0,0
1502_122615_000043_000002,bonafide,0,0,0
1502_122615_000043_000003,bonafide,0,0,0
1502_122615_000043_000005,bonafide,0,0,0
1502_122615_000043_000006,bonafide,0,0,0
1502_122615_000043_000008,bonafide,0,0,0
1502_122615_000043_000009,bonafide,0,0,0
1502_122615_000043_000011,bonafide,0,0,0
1502_122615_000044_000000,bonafide,0,0,0
1502_122615_000045_000000,bonafide,0,0,0
1502_122615_000045_000002,bonafide,0,0,0
1502_122615_000046_000000,bonafide,0,0,0
1502_122615_000046_000001,bonafide,0,0,0
1502_122615_000047_000002,bonafide,0,0,0
1502_122615_000047_000005,bonafide,0,0,0
1502_122615_000048_000000,bonafide,0,0,0
1502_122615_000048_000001,bonafide,0,0,0
1502_122615_000049_000000,bonafide,0,0,0
1502_122619_000002_000000,bonafide,0,0,0
1502_122619_000002_000004,bonafide,0,0,0
1502_122619_000002_000005,bonafide,0,0,0
1502_122619_000003_000002,bonafide,0,0,0
1502_122619_000003_000003,bonafide,0,0,0
1502_122619_000003_000004,bonafide,0,0,0
1502_122619_000004_000001,bonafide,0,0,0
1502_122619_000004_000002,bonafide,0,0,0
1502_122619_000004_000006,bonafide,0,0,0
1502_122619_000005_000000,bonafide,0,0,0
1502_122619_000008_000000,bonafide,0,0,0
1502_122619_000009_000000,bonafide,0,0,0
1502_122619_000010_000000,bonafide,0,0,0
1502_122619_000011_000000,bonafide,0,0,0
1502_122619_000015_000000,bonafide,0,0,0
1502_122619_000016_000000,bonafide,0,0,0
1502_122619_000016_000001,bonafide,0,0,0
1502_122619_000020_000000,bonafide,0,0,0
1502_122619_000021_000000,bonafide,0,0,0
1502_122619_000023_000000,bonafide,0,0,0
1502_122619_000024_000002,bonafide,0,0,0
1502_122619_000025_000000,bonafide,0,0,0
1502_122619_000026_000000,bonafide,0,0,0
1502_122619_000031_000003,bonafide,0,0,0
1502_122619_000032_000000,bonafide,0,0,0
1502_122619_000032_000001,bonafide,0,0,0
1502_122619_000032_000002,bonafide,0,0,0
1502_122619_000032_000003,bonafide,0,0,0
1502_122619_000032_000004,bonafide,0,0,0
1502_122619_000033_000000,bonafide,0,0,0
1502_122619_000033_000001,bonafide,0,0,0
1502_122619_000035_000000,bonafide,0,0,0
1502_122619_000035_000002,bonafide,0,0,0
1502_122619_000035_000003,bonafide,0,0,0
1502_122619_000042_000003,bonafide,0,0,0
1502_122619_000043_000001,bonafide,0,0,0
1502_122619_000043_000003,bonafide,0,0,0
1502_122619_000043_000004,bonafide,0,0,0
1502_122619_000046_000000,bonafide,0,0,0
1502_122619_000050_000000,bonafide,0,0,0
1502_122619_000050_000001,bonafide,0,0,0
1502_122619_000051_000001,bonafide,0,0,0
1502_122619_000052_000001,bonafide,0,0,0
1502_122619_000052_000002,bonafide,0,0,0
1502_122619_000054_000003,bonafide,0,0,0
1502_122619_000055_000000,bonafide,0,0,0
1502_122619_000056_000003,bonafide,0,0,0
1502_122619_000056_000005,bonafide,0,0,0
1502_122619_000057_000002,bonafide,0,0,0
1502_122619_000058_000000,bonafide,0,0,0
1502_122619_000061_000000,bonafide,0,0,0
1502_122619_000062_000001,bonafide,0,0,0
1502_122619_000063_000001,bonafide,0,0,0
1578_140045_000007_000000,bonafide,0,0,0
1578_140045_000010_000000,bonafide,0,0,0
1578_140045_000011_000000,bonafide,0,0,0
1578_140045_000015_000003,bonafide,0,0,0
1578_140045_000020_000001,bonafide,0,0,0
1578_140045_000024_000000,bonafide,0,0,0
1578_140045_000028_000000,bonafide,0,0,0
1578_140045_000030_000000,bonafide,0,0,0
1578_140045_000031_000000,bonafide,0,0,0
1578_140045_000034_000003,bonafide,0,0,0
1578_140045_000038_000000,bonafide,0,0,0
1578_140045_000039_000001,bonafide,0,0,0
1578_140045_000041_000000,bonafide,0,0,0
1578_140045_000046_000006,bonafide,0,0,0
1578_140045_000046_000007,bonafide,0,0,0
1578_140045_000046_000009,bonafide,0,0,0
1578_140045_000048_000000,bonafide,0,0,0
1578_140045_000050_000000,bonafide,0,0,0
1578_140045_000051_000000,bonafide,0,0,0
1578_140045_000052_000000,bonafide,0,0,0
1578_140049_000003_000002,bonafide,0,0,0
1578_140049_000005_000001,bonafide,0,0,0
1578_140049_000007_000002,bonafide,0,0,0
1578_140049_000007_000003,bonafide,0,0,0
1578_140049_000008_000000,bonafide,0,0,0
1578_140049_000016_000002,bonafide,0,0,0
1578_140049_000017_000000,bonafide,0,0,0
1578_140049_000018_000000,bonafide,0,0,0
1578_140049_000024_000002,bonafide,0,0,0
1578_140049_000029_000000,bonafide,0,0,0
1578_140049_000034_000001,bonafide,0,0,0
1578_140049_000035_000000,bonafide,0,0,0
1578_140049_000035_000005,bonafide,0,0,0
1578_140049_000040_000001,bonafide,0,0,0
1578_140049_000041_000001,bonafide,0,0,0
1578_140049_000043_000000,bonafide,0,0,0
1578_140049_000048_000000,bonafide,0,0,0
1578_140049_000051_000000,bonafide,0,0,0
1578_140049_000052_000000,bonafide,0,0,0
1578_140049_000053_000000,bonafide,0,0,0
1578_6379_000027_000000,bonafide,0,0,0
1578_6379_000035_000000,bonafide,0,0,0
1594_135914_000003_000001,bonafide,0,0,0
1594_135914_000005_000002,bonafide,0,0,0
1594_135914_000005_000003,bonafide,0,0,0
1594_135914_000008_000002,bonafide,0,0,0
1594_135914_000008_000004,bonafide,0,0,0
